arrival_time,length,ram_req,bw_req,task_id
161,888,1024,184,7575
505,987,512,493,7576
709,3461,512,237,7577
438,2565,256,984,7578
313,3781,512,1166,7579
893,747,4096,1137,7580
285,3299,512,1833,7581
69,2219,256,292,7582
961,1124,1024,972,7583
179,4293,4096,99,7584
317,1612,1024,1074,7585
994,3229,512,124,7586
254,1944,1024,936,7587
130,4131,2048,796,7588
764,4065,4096,99,7589
756,729,512,1046,7590
477,1282,4096,1214,7591
321,2616,256,281,7592
662,4862,256,1662,7593
705,3691,1024,761,7594
583,1895,4096,833,7595
941,3749,256,1553,7596
256,3127,256,88,7597
875,2462,4096,1465,7598
592,1264,1024,1058,7599
368,4607,256,199,7600
419,848,256,629,7601
589,3178,512,1054,7602
607,1644,256,1318,7603
43,2249,512,1251,7604
76,4966,1024,856,7605
105,1158,256,172,7606
421,3548,2048,1612,7607
989,2692,512,719,7608
755,2469,4096,1709,7609
189,808,512,718,7610
481,573,512,72,7611
78,4138,4096,1006,7612
604,4441,256,556,7613
649,4704,2048,725,7614
796,2962,2048,862,7615
547,3237,2048,295,7616
651,3677,512,743,7617
259,4835,1024,1851,7618
690,2961,4096,1701,7619
771,1335,2048,1179,7620
555,4893,1024,1473,7621
819,1543,1024,175,7622
602,4379,1024,1458,7623
228,3898,256,746,7624
749,799,1024,1059,7625
108,4720,2048,218,7626
757,1524,256,1594,7627
147,4508,512,377,7628
204,4018,4096,1298,7629
816,2490,1024,342,7630
257,3195,4096,426,7631
125,4488,2048,553,7632
831,4149,256,1392,7633
140,3704,1024,450,7634
213,4915,1024,1666,7635
115,1313,256,241,7636
589,754,1024,1983,7637
279,4127,4096,127,7638
585,4253,2048,1943,7639
51,1319,1024,84,7640
710,1169,256,877,7641
548,3093,1024,711,7642
15,4316,512,1020,7643
735,2371,2048,1060,7644
185,660,256,1601,7645
720,1539,256,1623,7646
125,880,1024,212,7647
894,1023,256,1953,7648
957,4456,2048,116,7649
572,4048,4096,766,7650
48,514,256,456,7651
900,2154,512,605,7652
232,3961,2048,1653,7653
93,808,1024,76,7654
589,2395,4096,1999,7655
969,4581,2048,416,7656
556,1020,1024,1377,7657
767,2924,256,415,7658
370,3549,512,443,7659
602,1135,256,1028,7660
881,3741,1024,1503,7661
917,1100,2048,1354,7662
231,1211,256,653,7663
41,4533,4096,65,7664
57,783,4096,1579,7665
842,4911,2048,443,7666
787,4288,256,1636,7667
607,724,1024,283,7668
703,1673,1024,88,7669
481,1903,512,1300,7670
757,3622,256,265,7671
580,2389,256,203,7672
41,3827,2048,701,7673
191,1750,2048,1511,7674
69,1604,2048,315,7675
33,2663,256,1924,7676
374,4115,512,546,7677
170,926,256,237,7678
156,864,2048,1529,7679
697,3396,512,1150,7680
332,3499,256,2000,7681
278,1256,2048,1713,7682
264,4383,512,66,7683
701,3483,512,1703,7684
74,4007,1024,1766,7685
145,4877,2048,473,7686
769,3722,256,1575,7687
141,2939,4096,383,7688
372,1379,4096,1729,7689
824,1240,256,1965,7690
501,2836,4096,1987,7691
89,1684,2048,968,7692
602,2880,4096,1565,7693
178,2387,2048,1186,7694
104,2900,256,1301,7695
247,603,512,1443,7696
516,4239,512,1717,7697
260,4982,1024,448,7698
493,1375,2048,283,7699
381,3062,1024,375,7700
951,4561,256,1552,7701
641,4971,4096,883,7702
626,1762,4096,1664,7703
968,1586,4096,476,7704
402,2704,512,1139,7705
566,1830,4096,1593,7706
315,3031,4096,1908,7707
224,2671,2048,977,7708
90,4901,2048,486,7709
941,3630,1024,82,7710
231,3609,1024,1448,7711
303,1918,512,1811,7712
896,1843,256,1072,7713
807,3084,512,1970,7714
265,3281,4096,777,7715
286,3498,4096,121,7716
468,1798,4096,767,7717
768,2404,1024,111,7718
521,1956,1024,1117,7719
119,2901,1024,1828,7720
547,4727,4096,1813,7721
433,2961,4096,1906,7722
325,4347,2048,963,7723
807,1735,512,928,7724
267,2135,4096,1583,7725
707,2800,4096,1437,7726
422,1154,1024,2000,7727
361,3089,1024,1427,7728
298,3639,1024,743,7729
592,4076,256,912,7730
816,4359,1024,1864,7731
499,2753,256,1602,7732
432,2695,1024,240,7733
810,2879,2048,277,7734
585,1568,2048,1674,7735
928,4959,2048,349,7736
799,3293,512,956,7737
215,1361,2048,1877,7738
352,2131,2048,1125,7739
839,1777,1024,1026,7740
421,4830,256,1996,7741
310,2665,2048,1023,7742
750,4687,4096,1094,7743
720,2506,4096,1435,7744
666,4206,1024,1561,7745
845,794,512,1282,7746
753,3750,2048,166,7747
935,3821,2048,1680,7748
939,4477,4096,1081,7749
443,2478,512,175,7750
22,3710,512,907,7751
124,3645,1024,1850,7752
56,2281,1024,1765,7753
602,4005,4096,1661,7754
640,3894,1024,695,7755
847,1869,1024,797,7756
883,3972,1024,527,7757
420,1013,512,901,7758
892,2142,512,1728,7759
872,3049,4096,887,7760
50,2473,512,580,7761
775,3938,1024,1740,7762
871,3722,2048,243,7763
401,2483,1024,238,7764
244,3759,512,1507,7765
100,4813,1024,243,7766
609,3785,1024,1955,7767
325,1969,512,1292,7768
556,1418,256,844,7769
343,4891,1024,1648,7770
270,2101,4096,486,7771
448,2346,512,821,7772
586,2690,4096,1066,7773
103,3318,512,411,7774
153,892,256,979,7775
113,872,2048,1894,7776
916,2522,4096,1518,7777
508,2363,256,731,7778
573,572,256,1611,7779
308,1032,2048,720,7780
330,3749,512,1079,7781
553,1154,1024,1838,7782
373,731,256,1116,7783
743,4014,1024,927,7784
349,3379,4096,1346,7785
843,923,1024,345,7786
313,4056,1024,1792,7787
16,741,256,1556,7788
690,1635,512,909,7789
670,1918,1024,1603,7790
145,4903,512,726,7791
369,2291,1024,134,7792
494,1186,2048,1321,7793
274,1850,4096,1313,7794
608,3423,2048,625,7795
720,3994,2048,1343,7796
451,902,2048,1421,7797
104,4006,256,50,7798
747,2796,1024,1850,7799
324,4837,256,1403,7800
188,3123,256,901,7801
772,1932,4096,1917,7802
648,2096,1024,1368,7803
591,1442,1024,1947,7804
726,1649,256,747,7805
527,3503,2048,1214,7806
618,2630,2048,1571,7807
82,1234,512,280,7808
715,3942,4096,771,7809
170,1461,512,942,7810
284,2506,256,1605,7811
721,613,1024,91,7812
759,2715,256,1216,7813
387,895,512,1560,7814
942,2170,2048,1734,7815
100,3373,512,80,7816
688,2393,1024,417,7817
673,1849,2048,650,7818
789,2764,512,825,7819
838,2844,4096,1580,7820
516,4840,2048,1107,7821
561,914,1024,907,7822
129,854,256,1832,7823
75,1400,2048,1718,7824
224,1143,512,869,7825
290,4221,512,1962,7826
553,1354,512,586,7827
230,4347,2048,856,7828
556,2115,256,1001,7829
76,1751,512,1826,7830
937,3532,2048,220,7831
897,3456,512,1134,7832
173,4620,512,172,7833
247,3603,512,1176,7834
535,3522,256,1733,7835
564,1309,2048,1324,7836
12,3538,4096,1228,7837
389,2041,512,1855,7838
205,2665,512,1373,7839
369,4093,2048,639,7840
632,2435,2048,985,7841
967,4934,4096,259,7842
151,1607,2048,1752,7843
235,3951,1024,1970,7844
179,800,512,1720,7845
44,1293,256,1190,7846
585,1518,4096,585,7847
298,904,512,1653,7848
155,946,512,1190,7849
125,3630,256,1759,7850
446,1251,1024,1511,7851
143,1851,256,1192,7852
222,1328,4096,602,7853
175,3871,4096,1960,7854
604,2421,2048,705,7855
923,515,2048,1962,7856
842,2571,1024,261,7857
85,3219,512,521,7858
387,1716,4096,599,7859
364,2583,4096,1572,7860
945,3967,256,1969,7861
200,1311,512,135,7862
160,4312,2048,915,7863
278,4451,1024,625,7864
687,2679,1024,677,7865
375,4172,512,1322,7866
498,1095,2048,370,7867
23,4025,512,466,7868
385,1346,1024,1994,7869
505,3761,4096,1671,7870
225,848,256,1589,7871
993,3975,1024,479,7872
79,1309,512,139,7873
668,3974,256,419,7874
911,4220,4096,176,7875
195,2294,2048,124,7876
334,1799,512,1527,7877
293,2646,4096,1861,7878
530,4471,512,762,7879
259,1218,4096,1966,7880
85,770,1024,181,7881
934,988,512,558,7882
916,1155,512,1695,7883
635,1738,2048,1105,7884
618,3289,1024,1774,7885
926,3619,1024,1552,7886
758,3853,4096,964,7887
293,4506,1024,155,7888
958,1319,2048,1042,7889
652,1059,4096,1935,7890
389,1948,256,911,7891
180,3981,4096,1852,7892
8,587,512,1562,7893
256,836,2048,655,7894
390,4478,1024,1147,7895
386,3394,2048,1671,7896
9,4309,1024,548,7897
357,4109,1024,1713,7898
260,2316,4096,1043,7899
393,1612,512,870,7900
602,2924,512,1220,7901
746,3123,4096,777,7902
897,2060,512,1531,7903
670,1332,2048,1466,7904
636,2234,2048,172,7905
101,2950,2048,1793,7906
332,1729,1024,1453,7907
152,2348,4096,1278,7908
485,1927,1024,50,7909
996,4859,512,324,7910
146,797,4096,1960,7911
987,1620,512,240,7912
493,986,4096,894,7913
466,3312,2048,1502,7914
797,2893,4096,223,7915
46,2670,512,643,7916
7,3124,4096,1890,7917
53,2539,4096,176,7918
296,2022,512,1863,7919
418,3094,1024,1054,7920
955,2746,1024,827,7921
140,3596,2048,911,7922
711,3297,256,1490,7923
125,3426,1024,686,7924
694,1131,512,656,7925
299,3832,512,163,7926
342,4721,4096,1448,7927
858,1965,512,1934,7928
915,3830,1024,1807,7929
430,4517,256,1070,7930
499,997,4096,917,7931
459,2540,512,851,7932
723,2086,1024,1017,7933
697,1408,512,551,7934
700,2240,256,574,7935
24,4746,512,1332,7936
672,3713,1024,1153,7937
276,2605,256,945,7938
506,4278,4096,593,7939
596,1323,2048,465,7940
414,728,2048,631,7941
119,982,4096,903,7942
775,2251,1024,1161,7943
332,1616,1024,1101,7944
4,2351,256,1519,7945
318,2704,256,1285,7946
564,4810,2048,313,7947
79,1659,256,864,7948
0,2456,1024,753,7949
423,537,1024,667,7950
688,1733,4096,1175,7951
259,4303,4096,673,7952
827,3461,2048,1829,7953
402,2842,256,850,7954
1,798,2048,1128,7955
28,2633,2048,1636,7956
416,2919,512,139,7957
549,3449,1024,86,7958
714,2677,2048,111,7959
910,3205,4096,453,7960
254,1152,4096,1390,7961
614,2404,256,729,7962
173,2472,2048,1264,7963
260,1693,512,1001,7964
698,1931,2048,1737,7965
198,2452,2048,1340,7966
528,2961,512,1395,7967
673,4334,256,299,7968
828,1161,256,1692,7969
967,3785,1024,1940,7970
402,1853,1024,1116,7971
138,1459,1024,857,7972
173,892,1024,992,7973
758,3012,4096,189,7974
700,2857,512,642,7975
41,4003,256,1506,7976
63,2544,2048,469,7977
765,2252,512,532,7978
856,1783,512,1743,7979
741,3249,2048,567,7980
138,501,512,732,7981
265,3865,4096,211,7982
123,2462,256,1369,7983
996,4258,512,203,7984
820,4501,1024,1933,7985
272,1945,2048,1894,7986
706,3045,1024,405,7987
430,3708,4096,1231,7988
205,3595,1024,1624,7989
481,2737,512,1155,7990
409,2228,4096,465,7991
475,1899,1024,365,7992
792,2283,512,755,7993
148,718,512,828,7994
600,2719,256,1182,7995
726,3555,4096,271,7996
811,4915,4096,1610,7997
675,4842,512,305,7998
772,523,4096,1578,7999
646,4363,1024,691,8000
259,3501,4096,1663,8001
792,3257,2048,150,8002
607,2651,256,569,8003
763,648,512,1779,8004
636,4031,4096,1058,8005
889,2827,256,1036,8006
626,4171,2048,1436,8007
813,1965,512,155,8008
489,3487,1024,990,8009
190,4171,512,1536,8010
578,4943,4096,1068,8011
19,2060,256,1920,8012
950,3711,1024,739,8013
274,2191,1024,1342,8014
658,4571,256,900,8015
199,4375,1024,1913,8016
653,3570,1024,253,8017
782,4703,1024,1947,8018
23,3137,256,718,8019
770,4694,256,1507,8020
2,705,512,1874,8021
211,3165,256,1944,8022
505,861,1024,645,8023
463,3754,256,388,8024
607,3023,2048,1101,8025
145,3131,256,1721,8026
418,2111,512,1463,8027
471,4440,512,1666,8028
494,4288,512,1466,8029
847,4604,2048,1172,8030
649,2636,512,1441,8031
287,4448,512,186,8032
248,1039,256,1060,8033
986,1670,512,1940,8034
385,3848,4096,705,8035
894,4893,512,1408,8036
852,2406,256,582,8037
680,2559,512,452,8038
255,4881,1024,630,8039
989,2822,1024,930,8040
893,2759,1024,1417,8041
526,3999,512,1756,8042
613,2122,1024,598,8043
709,1351,2048,1538,8044
995,3803,512,1555,8045
660,3017,1024,486,8046
636,2111,2048,847,8047
233,3811,512,1853,8048
794,1420,512,760,8049
596,4827,2048,745,8050
652,2115,256,1850,8051
731,4291,256,796,8052
476,4496,256,1266,8053
331,3428,512,1732,8054
326,1702,512,1011,8055
428,4350,256,1697,8056
354,4580,512,144,8057
701,1947,512,1804,8058
660,1655,2048,1434,8059
454,4880,256,316,8060
416,2484,2048,705,8061
519,1341,4096,834,8062
740,2294,256,1491,8063
770,4711,4096,1171,8064
85,3835,512,1837,8065
12,849,2048,1225,8066
334,2799,4096,1266,8067
921,4934,256,1164,8068
608,1888,1024,863,8069
700,3252,2048,1162,8070
820,4530,2048,1250,8071
929,4144,256,1509,8072
36,3696,4096,581,8073
273,1722,1024,1286,8074
968,1324,256,1274,8075
9,4102,2048,1246,8076
924,3189,512,969,8077
725,3230,1024,651,8078
246,4345,512,1370,8079
593,2218,1024,1067,8080
31,4158,2048,1752,8081
198,2316,2048,138,8082
989,1223,2048,1446,8083
882,1802,512,1284,8084
372,2557,2048,1516,8085
413,2567,256,956,8086
731,683,2048,65,8087
886,772,1024,828,8088
532,2220,2048,141,8089
925,1564,4096,1673,8090
63,2154,2048,1110,8091
762,1741,256,254,8092
759,717,1024,160,8093
225,1893,1024,1396,8094
29,2093,2048,1153,8095
585,2261,4096,197,8096
874,1517,512,1924,8097
333,3208,256,167,8098
726,3000,1024,729,8099
433,4830,1024,915,8100
218,2621,512,498,8101
342,4888,2048,603,8102
308,4240,256,390,8103
491,4593,2048,1096,8104
718,3238,2048,1658,8105
12,1360,4096,448,8106
158,4772,4096,629,8107
306,4145,2048,998,8108
901,3922,512,1302,8109
314,2098,512,186,8110
311,4414,256,566,8111
663,4580,512,1823,8112
458,4381,1024,1564,8113
423,1130,1024,218,8114
206,4173,4096,683,8115
324,1546,256,63,8116
941,2661,256,1369,8117
488,4281,2048,615,8118
510,2499,512,751,8119
851,2967,2048,1754,8120
741,3932,1024,747,8121
89,1194,256,1046,8122
314,3568,256,1746,8123
591,4701,2048,619,8124
405,4995,4096,64,8125
898,510,256,775,8126
807,1913,512,603,8127
953,4045,256,453,8128
880,3042,2048,227,8129
441,3433,1024,1327,8130
536,2566,2048,136,8131
102,3746,2048,575,8132
432,1910,512,1493,8133
248,1485,512,142,8134
452,2016,1024,1217,8135
280,4646,1024,1351,8136
277,882,512,401,8137
806,3159,2048,85,8138
867,3640,2048,1996,8139
166,3826,512,321,8140
559,2471,2048,1482,8141
562,4732,1024,995,8142
489,3482,256,437,8143
716,2548,256,476,8144
256,4352,512,1177,8145
104,1789,4096,945,8146
405,4521,4096,672,8147
737,2388,512,688,8148
670,1104,2048,476,8149
72,642,256,206,8150
887,2268,1024,694,8151
413,4161,256,334,8152
781,1096,256,1746,8153
785,2472,4096,974,8154
48,1209,512,353,8155
766,4682,2048,82,8156
331,1422,1024,1518,8157
823,900,1024,1764,8158
654,1081,2048,722,8159
820,4278,256,1329,8160
294,3625,256,254,8161
506,3415,256,1756,8162
995,739,2048,69,8163
450,699,4096,913,8164
564,586,512,1894,8165
703,3728,1024,1148,8166
208,4141,2048,279,8167
365,1168,256,926,8168
238,2608,2048,956,8169
170,1833,256,1914,8170
630,4142,4096,726,8171
970,1329,1024,939,8172
904,3615,2048,1722,8173
790,1143,4096,1728,8174
978,1544,4096,1926,8175
152,1738,1024,451,8176
714,3129,2048,439,8177
325,2873,2048,1935,8178
822,3822,4096,1604,8179
488,4802,4096,605,8180
926,2562,4096,236,8181
850,3937,2048,341,8182
803,2251,2048,1447,8183
192,4373,4096,357,8184
646,4643,512,1318,8185
177,3121,1024,1289,8186
701,4294,1024,220,8187
801,1585,512,766,8188
597,1009,4096,1955,8189
950,2978,512,876,8190
647,2986,2048,1288,8191
93,4246,2048,951,8192
908,957,2048,1692,8193
670,1738,1024,131,8194
244,3515,1024,1519,8195
459,642,4096,673,8196
152,2306,4096,1829,8197
154,3692,256,1511,8198
290,4814,2048,279,8199
309,1975,4096,460,8200
30,3688,2048,482,8201
9,1199,256,1178,8202
635,4863,1024,1471,8203
85,2764,256,1736,8204
699,554,4096,1260,8205
385,4768,4096,222,8206
714,1165,2048,903,8207
853,773,512,1951,8208
593,4542,1024,1152,8209
456,3128,2048,1578,8210
96,2998,2048,1099,8211
380,3147,256,1280,8212
733,4146,1024,1608,8213
407,3375,512,1626,8214
571,2233,1024,520,8215
875,1237,1024,1472,8216
456,4307,4096,1399,8217
579,1485,4096,73,8218
140,4540,4096,1498,8219
481,1378,256,1589,8220
254,4323,4096,123,8221
178,4502,512,1796,8222
262,3039,2048,1721,8223
795,3449,256,1081,8224
796,3898,1024,1269,8225
940,2747,4096,1183,8226
167,4920,2048,1319,8227
456,4279,256,1598,8228
518,1502,2048,1554,8229
464,2325,4096,1164,8230
389,582,1024,1846,8231
955,1889,2048,1222,8232
127,2488,1024,1881,8233
77,2750,512,1218,8234
877,4549,256,1834,8235
900,4711,4096,1328,8236
789,802,2048,1838,8237
132,547,1024,1727,8238
792,3178,2048,1890,8239
109,2180,256,372,8240
881,1223,256,167,8241
930,2497,4096,1455,8242
87,634,4096,787,8243
164,1016,256,263,8244
10,4700,1024,611,8245
686,4121,4096,864,8246
790,1904,256,1827,8247
681,2148,1024,1223,8248
88,2937,1024,1538,8249
870,4253,2048,1796,8250
497,2097,512,1739,8251
590,2294,2048,1293,8252
311,1516,4096,820,8253
26,1465,1024,908,8254
529,3850,1024,1646,8255
271,1803,2048,1142,8256
345,2309,512,984,8257
658,3211,2048,1714,8258
449,4812,256,819,8259
521,4147,256,1291,8260
786,1644,4096,411,8261
585,1882,256,916,8262
762,3531,2048,771,8263
878,2841,1024,1474,8264
600,1784,512,667,8265
901,3312,512,1053,8266
757,4607,4096,720,8267
337,4442,256,1407,8268
377,4357,4096,1863,8269
164,3664,256,613,8270
482,2901,4096,941,8271
876,1151,512,1599,8272
27,803,2048,194,8273
924,684,4096,51,8274
817,4935,1024,750,8275
566,756,1024,521,8276
121,1570,512,1050,8277
660,4901,2048,1051,8278
168,4600,512,1440,8279
419,4716,512,888,8280
378,1728,4096,1664,8281
106,3012,1024,1674,8282
532,4775,2048,313,8283
348,2755,512,222,8284
461,4497,2048,544,8285
624,4689,2048,989,8286
239,2560,1024,410,8287
613,4509,2048,539,8288
619,509,1024,557,8289
54,4619,4096,1787,8290
847,724,2048,800,8291
549,2519,4096,620,8292
827,1677,4096,720,8293
3,3885,256,406,8294
510,2002,4096,781,8295
389,4121,256,673,8296
830,1767,2048,925,8297
329,1965,2048,577,8298
947,1699,1024,685,8299
593,1002,512,1167,8300
557,2874,2048,204,8301
799,3089,2048,1214,8302
959,2397,512,1029,8303
207,2386,2048,1672,8304
305,3061,2048,595,8305
5,4031,256,242,8306
488,4148,2048,1017,8307
666,4397,512,1557,8308
713,641,4096,503,8309
837,3455,256,627,8310
388,3888,2048,667,8311
743,983,256,637,8312
555,1440,2048,1231,8313
556,2017,1024,1024,8314
962,1315,256,1350,8315
774,742,256,147,8316
733,904,1024,984,8317
43,1411,512,433,8318
19,1700,256,1134,8319
989,3829,2048,991,8320
690,2122,256,1300,8321
673,1758,2048,1127,8322
442,3682,512,1849,8323
918,4821,512,727,8324
637,4139,1024,70,8325
147,1655,256,1605,8326
41,4621,1024,1472,8327
313,2438,4096,1710,8328
850,869,1024,1244,8329
294,3016,2048,793,8330
447,3694,256,164,8331
364,1598,1024,577,8332
96,1628,512,251,8333
880,1930,512,172,8334
113,4098,4096,250,8335
493,2502,256,928,8336
971,3446,4096,396,8337
682,3436,512,953,8338
443,705,1024,1128,8339
402,2464,4096,1667,8340
591,698,512,1126,8341
544,2056,512,1582,8342
306,3709,256,1878,8343
168,2731,4096,267,8344
721,3357,512,1349,8345
353,2610,1024,1991,8346
81,1654,4096,1692,8347
696,1941,2048,1897,8348
187,2579,512,154,8349
892,2839,4096,1178,8350
170,545,2048,1883,8351
147,1684,4096,552,8352
927,2351,4096,850,8353
781,1550,4096,1836,8354
40,1083,1024,1752,8355
554,4507,512,1116,8356
476,2611,1024,145,8357
238,1883,256,1987,8358
157,1711,256,1228,8359
40,1182,512,1829,8360
615,4425,4096,1285,8361
498,564,2048,805,8362
480,1493,2048,901,8363
992,3335,4096,261,8364
557,3261,4096,1022,8365
679,2872,1024,932,8366
578,1031,512,729,8367
994,920,256,1943,8368
579,1932,256,484,8369
126,4148,4096,540,8370
190,2139,1024,1464,8371
300,4148,512,890,8372
747,939,2048,134,8373
192,1748,256,1073,8374
219,1991,2048,391,8375
491,2348,1024,1664,8376
819,1768,4096,1634,8377
883,1539,1024,971,8378
578,4680,512,1963,8379
424,3647,1024,719,8380
122,4838,512,1941,8381
238,3515,1024,184,8382
240,2670,1024,1562,8383
83,783,256,615,8384
148,2879,512,675,8385
581,1716,4096,1290,8386
726,2830,1024,1169,8387
915,1866,4096,451,8388
185,1221,2048,438,8389
113,3903,4096,274,8390
53,1374,4096,1931,8391
347,2526,256,285,8392
381,2957,256,1895,8393
754,1752,512,1400,8394
188,2864,512,1926,8395
786,3851,2048,395,8396
166,2983,2048,1925,8397
870,1989,4096,665,8398
966,2506,256,1250,8399
39,4786,256,1726,8400
353,1402,512,1207,8401
663,1113,4096,84,8402
220,3966,512,1655,8403
760,555,4096,949,8404
307,1764,2048,488,8405
716,3258,1024,1875,8406
874,893,1024,536,8407
37,3145,1024,453,8408
238,3680,512,1479,8409
676,563,1024,1505,8410
479,1758,4096,978,8411
840,1487,4096,1590,8412
419,4811,2048,310,8413
76,3298,2048,1262,8414
309,1909,512,933,8415
169,4521,4096,234,8416
340,3129,2048,987,8417
386,3696,4096,1641,8418
305,2367,1024,249,8419
817,974,256,1188,8420
239,4647,2048,1572,8421
38,1071,256,394,8422
835,3691,4096,1504,8423
764,2383,256,194,8424
928,3515,256,1376,8425
891,1432,1024,1321,8426
315,3243,4096,330,8427
619,4076,512,102,8428
389,3875,1024,373,8429
363,4156,1024,844,8430
907,1500,256,1644,8431
330,4007,2048,194,8432
348,2501,2048,1289,8433
233,2544,4096,1710,8434
708,2117,512,685,8435
987,2199,512,295,8436
258,2610,256,468,8437
559,706,2048,256,8438
510,3518,4096,168,8439
292,735,4096,401,8440
956,969,1024,1409,8441
667,3564,1024,504,8442
328,989,256,1858,8443
63,2002,512,1738,8444
656,1217,512,1163,8445
97,979,4096,1653,8446
870,736,2048,1463,8447
161,3450,256,741,8448
92,4113,512,159,8449
190,2591,512,1144,8450
781,3744,1024,391,8451
930,967,512,1077,8452
386,2861,2048,1140,8453
913,1464,256,173,8454
752,2353,256,1599,8455
945,1602,2048,1511,8456
936,2453,2048,1247,8457
107,1368,4096,1994,8458
80,4467,1024,1795,8459
573,782,4096,1107,8460
661,1422,1024,808,8461
997,1020,256,693,8462
563,2037,4096,1058,8463
265,1926,256,1085,8464
549,3481,2048,1145,8465
184,2074,1024,1526,8466
618,3153,4096,82,8467
48,1884,4096,326,8468
947,4205,4096,1019,8469
492,2344,256,386,8470
715,4085,4096,1068,8471
938,4632,256,1919,8472
295,3799,256,80,8473
910,4477,1024,1764,8474
870,734,4096,754,8475
841,4014,2048,753,8476
305,3288,512,1886,8477
212,4806,1024,1667,8478
770,3632,4096,1357,8479
931,3654,512,1146,8480
658,2894,256,408,8481
62,679,1024,132,8482
354,3669,2048,186,8483
419,3700,512,119,8484
824,4202,4096,1016,8485
326,4547,256,981,8486
995,4452,2048,93,8487
616,2861,4096,222,8488
341,1580,512,1834,8489
418,3626,2048,595,8490
347,946,1024,722,8491
424,874,2048,1491,8492
29,1303,1024,173,8493
224,3444,2048,534,8494
224,1990,2048,124,8495
325,3804,4096,1037,8496
486,525,2048,1188,8497
564,4024,4096,1150,8498
27,4992,256,252,8499
22,1838,1024,82,8500
575,2608,4096,1789,8501
262,4807,1024,879,8502
104,681,1024,1839,8503
384,2046,1024,1512,8504
17,4881,2048,470,8505
943,1549,1024,1618,8506
973,4612,2048,728,8507
61,1038,1024,1483,8508
616,3913,2048,1778,8509
490,4098,512,1287,8510
603,1047,1024,869,8511
662,3827,1024,1446,8512
663,2075,1024,1048,8513
844,2277,1024,1306,8514
274,3347,2048,1418,8515
986,4049,512,1636,8516
121,4152,256,596,8517
583,2991,1024,247,8518
902,1490,4096,187,8519
424,1154,4096,1173,8520
472,4999,512,1606,8521
59,3086,256,1726,8522
586,1009,4096,1752,8523
328,1319,4096,1224,8524
497,1900,1024,969,8525
673,2856,256,879,8526
696,4306,1024,960,8527
219,1873,2048,1770,8528
140,3351,4096,1864,8529
147,1797,1024,628,8530
585,2470,256,1455,8531
177,1749,256,608,8532
506,3184,1024,461,8533
403,1260,512,1308,8534
521,4230,1024,162,8535
306,2933,2048,1259,8536
739,2615,256,86,8537
616,2396,256,911,8538
142,1882,4096,827,8539
56,1802,4096,1900,8540
890,3530,4096,1193,8541
614,4115,1024,65,8542
991,510,1024,1034,8543
740,1962,1024,709,8544
912,721,1024,349,8545
609,4641,512,1124,8546
138,2694,4096,215,8547
840,3772,512,1144,8548
701,4547,2048,1281,8549
171,1288,1024,644,8550
112,2886,1024,163,8551
757,3730,2048,1456,8552
378,3769,1024,1320,8553
185,2293,256,1005,8554
219,2759,2048,1016,8555
406,669,1024,642,8556
213,4852,256,1722,8557
124,848,1024,968,8558
507,2741,512,1979,8559
863,3037,4096,531,8560
320,3691,512,380,8561
392,1285,512,701,8562
975,1571,1024,1912,8563
687,1412,2048,1478,8564
641,3033,4096,957,8565
87,1979,512,717,8566
845,1552,256,377,8567
318,4441,512,326,8568
507,1452,512,704,8569
776,2599,4096,1837,8570
990,4872,256,594,8571
401,2045,2048,1647,8572
53,3540,256,1119,8573
645,833,1024,1397,8574
218,3842,1024,509,8575
477,2019,4096,1569,8576
199,3617,512,1095,8577
367,2931,256,1393,8578
654,3633,256,1975,8579
849,1198,4096,1904,8580
14,4977,4096,1936,8581
302,4209,256,177,8582
466,2694,256,661,8583
712,2534,1024,243,8584
440,3662,1024,223,8585
623,4510,1024,1844,8586
421,4537,2048,1906,8587
946,1655,4096,1430,8588
188,4410,256,1299,8589
976,1269,1024,447,8590
517,2503,256,280,8591
766,1316,4096,755,8592
465,4367,1024,703,8593
74,2698,512,455,8594
130,2306,2048,358,8595
331,2979,256,1116,8596
781,3839,2048,661,8597
216,2251,1024,231,8598
351,1330,2048,1186,8599
464,2927,256,1403,8600
204,3950,1024,142,8601
306,2192,256,788,8602
798,3927,2048,1580,8603
395,591,2048,831,8604
837,910,512,489,8605
803,1453,256,912,8606
862,2204,4096,148,8607
967,1685,4096,1709,8608
793,1287,512,977,8609
971,789,4096,1054,8610
500,4352,512,1197,8611
81,2608,1024,1071,8612
301,2076,256,1567,8613
842,3648,2048,980,8614
726,2598,4096,388,8615
658,735,256,612,8616
339,2869,512,1757,8617
744,1932,2048,512,8618
559,3536,256,1369,8619
990,3729,1024,497,8620
762,700,1024,1135,8621
619,4437,512,884,8622
814,2911,256,684,8623
240,3714,1024,806,8624
805,2103,256,1302,8625
290,684,1024,345,8626
124,3818,512,1662,8627
966,3287,1024,1822,8628
915,1612,4096,1239,8629
756,1331,2048,964,8630
471,992,2048,1434,8631
919,2190,2048,969,8632
597,4322,256,811,8633
276,3437,512,1970,8634
101,3773,2048,1386,8635
699,4315,1024,970,8636
936,4479,4096,614,8637
528,3506,1024,1154,8638
545,1603,1024,1117,8639
643,3338,2048,1161,8640
391,893,1024,53,8641
282,1524,4096,1327,8642
619,2870,2048,670,8643
660,1048,256,125,8644
253,575,4096,1144,8645
517,3217,1024,1025,8646
730,4953,512,1872,8647
